,0,1,2,3
178,1392916119904669696,2021-05-13 18:54:16,On the shores of a Dream,@JacobBurgessVO And you are full of joy at the sight. X3 we know your love of puns.
179,1392916117698478080,2021-05-13 18:54:16,DTD RD.,"My handsome young man watching you and omarcito grow has honestly been the joy of my life. Your 12 today🥲, felt lik… https://t.co/M4jhAu3hW8"
180,1392916117576945666,2021-05-13 18:54:16,Nigeria,Still in the spirit of celebration😊 Happy Eid Mubarak. We pray Allah’s blessings and joy is unlimited in your lives… https://t.co/MqCoFlwtwD
181,1392916099725942784,2021-05-13 18:54:11,,"@Earth_Angel_8x Happy Throwback 
Thursday  Beautiful  

I hope sometime today you’ll be hanging around
A place wher… https://t.co/5yFl5IqAnC"
182,1392916097045831682,2021-05-13 18:54:11,ChurchWellesley Village,"ID (2/3): A white text paragraph underneath reads, ""We dream of a summer where artists bring joy, magic and togethe… https://t.co/ACzO8FtmFV"
183,1392916094285975560,2021-05-13 18:54:10,South Florida,@TonyMantor My dog &amp; I do 2 miles at sunrise. I call it my morning joy
184,1392916092981452800,2021-05-13 18:54:10,Canada| (she/her) |#Ariel,"@TaxMadnessgov Animal Sentience may be described as the ability of an animal to experience, to feel, emotions inclu… https://t.co/yxwfIEOdc0"
185,1392916081610743812,2021-05-13 18:54:07,"Cairo, Egypt",Cannot overstate my joy whenever I see z*on*st tweeters getting ratioed on every dumb tweet they post
186,1392916041836023809,2021-05-13 18:53:58,,"@PlayAvengers ""One of the things I'm most proud if is the elevator..."" 

Ps5 players will never know the joy of the… https://t.co/yamNmAwyUF"
187,1392916040334548994,2021-05-13 18:53:57,rv mx wh gfrnd,can’t believe i’ve never got to see joy or any of them in concert... sick and deranged https://t.co/chPKsFsiuu
188,1392916022139760650,2021-05-13 18:53:53,😳,I'm so excited i have a sweater vest coming tommorow agshdhdjjd this is what brings me joy now
189,1392916019652485122,2021-05-13 18:53:52,"Texas, USA",Extremely excited for the Mass Effect Legendary Edition. ME was a series that got me through some really tough time… https://t.co/DhAwxKYbKU
190,1392916013784698881,2021-05-13 18:53:51,texas chainsaw land,I open and watch my vhs tapes because I like them. I enjoy them. Their value comes from the joy they give me not th… https://t.co/eMH6xqvTtH
191,1392916009904791552,2021-05-13 18:53:50,"portland, or, like, wherever","@ladyaeva i cried a lot after mine, both out of immense joy and sadness"
192,1392916006524293125,2021-05-13 18:53:49,,It's confirmed Bra Elliot is the problem they can't conceive #DiepCityMzansi https://t.co/gbicCr5Xze
193,1392915996126715904,2021-05-13 18:53:47,,"@PARISDENNARD @kayleighmcenany @FoxNews Paris - not heard of you before, but it seems that your new career in stand… https://t.co/se8gCWXzbb"
194,1392915985519321088,2021-05-13 18:53:44,London,I finished Love Me Not and I think its my favourite of the trilogy. Its everything I wanted it to be and so much mo… https://t.co/6J4MnVkWMf
195,1392915983778545665,2021-05-13 18:53:44,The Carnival,Joy 🤝 Park Sooyoung https://t.co/ySvNnEiqbV
196,1392915973892497412,2021-05-13 18:53:41,,"@people @vrbo “The Teigen-Legend family embodies everything that makes a Vrbo family stay special, starting with wh… https://t.co/mI8TWP4bc3"
197,1392915968238759941,2021-05-13 18:53:40,"Johannesburg, South Africa",@filipneuff dub for tears of joy
198,1392915950954033157,2021-05-13 18:53:36,England,"What if you were able to find daily joy with no echo? Check out my short hypno video! 
#YearOfTransCreativity
https://t.co/KEKhEl9CEJ"
199,1392915944909979649,2021-05-13 18:53:35,,@KevinMKruse This story bring me so much joy today. Dumb MFers.
200,1392916318341509125,2021-05-13 18:55:04,"Dallas, TX","not only will i continue to mask, but during quarantine 

1) I got in the best shape of my life 
2) my pessimism ab… https://t.co/Q57vUEnnR6"
201,1392916317309603843,2021-05-13 18:55:03,"New Haven, CT",Our paper on the impact of COVID-19 quarantine efforts on ED radiology and trauma cases. A single center experience… https://t.co/baD4Av9NFd
202,1392916277413302275,2021-05-13 18:54:54,,"citizen permanent resident back to their homeland.
Flights are constantly canceling time after time 
 we are having… https://t.co/Fzns35y8UX"
203,1392916239715033096,2021-05-13 18:54:45,Santiago de Chile,"@smpn_channel Please be careful Simapan, i noticed there people is not taking seriously some of the health warnings… https://t.co/JMbwRcQ6P6"
204,1392916230877614091,2021-05-13 18:54:43,,"@smallbrowngirl You preaching to the choir sis. I know how you feel, but we should embrace our quarantine bodies. T… https://t.co/eN8TkAylW7"
205,1392916220370898950,2021-05-13 18:54:40,Gloucestershire,"I can see competitors having to quarantine in their accommodation, apart from training, competing and eating in cer… https://t.co/GUpv2XNInG"
206,1392916191400783873,2021-05-13 18:54:33,australia,@beckyjadee_ @softlymcu help is she ??? miss girl should be in quarantine if she is
207,1392916188787847170,2021-05-13 18:54:33,yo momma’s house,IM OUT OF QUARANTINE NOW BITCHESSSSSS
208,1392916186975936515,2021-05-13 18:54:32,,@wayward_flannel Quarantine Jensen looked gorgeous!! ❤ I don't like the Soldier Boy beard AT ALL!! 🙈
209,1392916158915952640,2021-05-13 18:54:26,idiot is brook ,"@HOBlCARUS he's tan!! i think it's because of lighting plus quarantine and not being outside as much, just like me,… https://t.co/TC757Rk4fj"
210,1392916064648892418,2021-05-13 18:54:03,,@SpencerJCox Contact tracer at a Utah high school here. FYI we have 13 active cases. Is there guidance for how we a… https://t.co/GsfuCgw5fa
211,1392916037218283526,2021-05-13 18:53:57,,"@aobalesbian HELP??? I was gonna say ""he looks like he tried to cut his own hair during quarantine"" BUT YOU KNOW WJ… https://t.co/bs8rNLPUTS"
212,1392916027227394049,2021-05-13 18:53:54,,@ERPPartners @MrChelseaDagger @carlgavin19 Cos uefa refused to make their VIPs quarantine. What a load of bollocks
213,1392916003642912779,2021-05-13 18:53:49,Atlantis,"@JellyfishVtuber I think the numbers just mean the line they’re in, for example the 30 series has the 3080 TI, not… https://t.co/ckpZjAYXP5"
214,1392916001621041152,2021-05-13 18:53:48,"Oregon, USA",So stoked for the #MassEffect Legendary edition. One of the best parts of quarantine was playing that series for th… https://t.co/mbjnup3MX9
215,1392915972722511872,2021-05-13 18:53:41,"Philadelphia, PA, US","@lutzfernandez Here in PA, the state legislature was meeting like crazy last year.  A Republican rep had COVID and… https://t.co/oIIezrrLEE"
216,1392915970767917057,2021-05-13 18:53:41,she/they - 17 - carrd byf,do u remember the waves in quarantine
217,1392915922797596676,2021-05-13 18:53:29,United Kingdom,This is the result of allowing people back into the UK and no quarantine the figure has gone from Zero cases to 131… https://t.co/YFVBKPo5t1
218,1392915866635980805,2021-05-13 18:53:16,"Colorado, USA",Excited to announce that over the past year I have secretly filmed a personal documentary from my POV of what I ate… https://t.co/gowmf32RUq
219,1392915859727806466,2021-05-13 18:53:14,"Phoenix, AZ","Remember when the American press was anti-quarantine?

https://t.co/bSW5YpIchm"
220,1392915853952262144,2021-05-13 18:53:13,,Long term self development project with my boys. Hopefully it will be done by the end of quarantine.
221,1392915849363689474,2021-05-13 18:53:12,"Richmond, VA","@AnAbnos Haha. Yep! I'm probably at least 2000 of those views. I hadn't heard of them until just before quarantine,… https://t.co/0Tyt4Ja3yn"
222,1392915762705313795,2021-05-13 18:52:51,Mammoth Cave,"*It's So Good to Be Home* Back iN My Element, With My Legendary 
Homies, Doing Legendary Activities &amp; Discussing Le… https://t.co/zR0QDINrwy"
223,1392915757579788291,2021-05-13 18:52:50,,@twiterdrunkbruh @PlayCODMobile @CODM_murdablast It’s a quarantine version
224,1392915749778321408,2021-05-13 18:52:48,,Feels like i should own a adventure tourer bike and head to extreme north but nahi ho paayega delhi mein quarantine karna padega
225,1392915686083682304,2021-05-13 18:52:33,sag ♐  |  layout by @zachstaph,I didn't grow up watching friends bc it's not very common around here. but i always wanted to and last year i binge… https://t.co/E0FwxI1QrR
226,1392915666387173376,2021-05-13 18:52:28,"Calgary, Alberta",@Blurg5 @pancholi_rakhi My kids just went back after quarantine. Let’s see for how long.
227,1392915650759303169,2021-05-13 18:52:24,,I was blonde for so many year I genuinely forgot what it was like for people to just look at me and assume I speak… https://t.co/uBW0M9V9SN
228,1392915606169661440,2021-05-13 18:52:14,"London, UK",I would never have a imagined that not enforcing a universial quarantine would have cause this to happen. This has… https://t.co/qUFJ8Bdjoe
229,1392915597621612556,2021-05-13 18:52:12,"West Virginia, USA",@BeAffirmed We gonna get Karened right back into quarantine in a matter of months because people wanna be selfish dumbasses
230,1392915493879701514,2021-05-13 18:51:47,"Washington, DC","Not sure I entirely believe this...but as an 18-year-long vegan whose quarantine project was cocktail making, I wil… https://t.co/Ezye1tQi4E"
231,1392915457330454530,2021-05-13 18:51:38,,I’m so used to someone being in my house during quarantine. &amp; now I get lonely quick🥺😂🤣
232,1392915427823652876,2021-05-13 18:51:31,Mumbai,No only home quarantine. https://t.co/X6axhYfxcv
233,1392915400187392001,2021-05-13 18:51:25,"Toronto, Canada","@Catelli2Oh If we did a rigid, no-exception quarantine, complete with 14 days of forced hotels, at both land and ai… https://t.co/XSPTiXhY7p"
234,1392915390422872066,2021-05-13 18:51:22,,Wasn't the usual festive celebration..Almost all who lighted those where Covid survivors who got out of their quara… https://t.co/L7qhiVVh46
235,1392915378884513794,2021-05-13 18:51:20,"Chattanooga, TN",@Dani_Quarantine I hate when people do something better than I did!!! Ugh!
236,1392915363361394689,2021-05-13 18:51:16,Whiterun ,"ah fuck quarantine seriously I cut my hair three times😦😦😦 
 gotta find this gentleman https://t.co/13oXyIFKBz https://t.co/lEy1YfrEw1"
237,1392915345208451073,2021-05-13 18:51:12,"London, via AsiaPac and MENA",@sandy_brighton @CarolineLucas This is a fake story. No legitimate employer is inviting a potential employee for a… https://t.co/QGXHgcbH90
238,1392915312991997969,2021-05-13 18:51:04,"London, via AsiaPac and MENA",@johshaw @CarolineLucas British. And don't believe everything you see on Twitter or in the Graun. This is a fake st… https://t.co/Xpgpq4Jygh
239,1392915287045984288,2021-05-13 18:50:58,"Cincinnati, OH",Is there a term for people who stopped drinking during quarantine because most of their alcohol consumption was don… https://t.co/E0Y5ZYUY1Q
240,1392915275465506818,2021-05-13 18:50:55,North Philly ,"We got out of quarantine and ran outta gas, this country the bid 😂😂"
241,1392915245539074049,2021-05-13 18:50:48,{she/her/hers},i was never great at makeup or anything but quarantine has really ruined any skills i did have... don’t even ask me… https://t.co/HTKVOOcPKT
242,1392915216283803652,2021-05-13 18:50:41,,@SarinSpaceDemon Watching this makes me wish I was quarantine with my best friend and me the girl and sucking his c… https://t.co/VrxHRecTfm
243,1392915215403130885,2021-05-13 18:50:41,"22, she/her",how do these celebrities give birth to whole ass humans and not end up with a single stretch mark? like all I did w… https://t.co/uILCZTil6K
244,1392915177377517568,2021-05-13 18:50:32,"London, via AsiaPac and MENA",@WesselBaden @CarolineLucas This is a fake story. No legitimate employer is inviting a potential employee for a 10… https://t.co/Ew6MgzjZ1o
245,1392915152970866698,2021-05-13 18:50:26,Amsterdam,Quarantine has its upsides! https://t.co/WuJ4wJ8qMl
246,1392915150508892161,2021-05-13 18:50:25,"London, via AsiaPac and MENA",@AingeBarbara @CarolineLucas This is a fake story. No legitimate employer is inviting a potential employee for a 10… https://t.co/dZRb3CW5Pf
247,1392915123531046916,2021-05-13 18:50:19,"London, via AsiaPac and MENA",@CazStodd @CarolineLucas This is a fake story. No legitimate employer is inviting a potential employee for a 10 day… https://t.co/PaLVQzljhH
248,1392915119743528960,2021-05-13 18:50:18,"Orange County, CA",@RadioFreeTom I have to have two negative covid tests to travel to Hawaii to avoid quarantine even though I have be… https://t.co/oVB6GI8u7Z
249,1392915090870054916,2021-05-13 18:50:11,"London, via AsiaPac and MENA",@MichelleFattoru @CarolineLucas This is a fake story. No legitimate employer is inviting a potential employee for a… https://t.co/lrae0SzvFJ
250,1392916319369146375,2021-05-13 18:55:04,Florida,"After months of wanting to drag COVID out seemingly for forever, our elites suddenly want it to go away as quickly… https://t.co/X37PXyN9so"
251,1392916317859090434,2021-05-13 18:55:03,"Scottsdale, AZ",It can be hard to know how to keep your employees and customers safe during the Covid-19 pandemic. Here are some go… https://t.co/NRhSYPPhhY
252,1392916317309603843,2021-05-13 18:55:03,"New Haven, CT",Our paper on the impact of COVID-19 quarantine efforts on ED radiology and trauma cases. A single center experience… https://t.co/baD4Av9NFd
253,1392916315351011333,2021-05-13 18:55:03,Easingwold,Weddings Guidance for Step 3 and 4 https://t.co/9vc2OKW117
254,1392916314927288327,2021-05-13 18:55:03,Northern Ohio,Many thanks to our #NEO Hero sponsors for helping us honor many who showed compassion and courage during the COVID-… https://t.co/6iouJ6EiE8
255,1392916311492136965,2021-05-13 18:55:02,"Houston, TX","Randall’s says children 12+ can get a COVID-19 vaccine on a walk-in basis starting today. 

If you want to schedule… https://t.co/umFnF1q35i"
256,1392916303745372168,2021-05-13 18:55:00,Global,"Global COVID-19 vaccinations:

(Partially) vaccinated:
▓░░░░░░░░░░░░░░
8.60% (+0.10)

Fully vaccinated:
░░░░░░░░░░░… https://t.co/yXEGBOhDbD"
257,1392916302168092679,2021-05-13 18:55:00,"Dover, DE",ICYMI: CVS Health announced COVID-19 vaccine appointments for adolescents ages 12 to 15 are now available for sched… https://t.co/bVwWK32zd9
258,1392916300289036289,2021-05-13 18:54:59,San Francisco,OP Artistic &amp; General Director Nicole Paiement joins George Koster on Voices of the Community for a special series… https://t.co/ukHpwm7BIm
259,1392916296103350272,2021-05-13 18:54:58,"South Devon, UK",@DottieinDubai @UNISONinSchools @NEUnion @unitetheunion @unisontheunion @GMB_union @NASUWT Read the letter. It is r… https://t.co/xgTMXFrmuX
260,1392916291430670336,2021-05-13 18:54:57,"Pennsylvania, USA",to the lady who gave me my COVID-19 vaccine. . . &lt;3
261,1392916288104660995,2021-05-13 18:54:56,"Muzaffarpur, Bihar","Team Kisan Satyagrah Covid-19 relief work.
12th &amp; 13th May Update

No. of states - 19
Total requests : 124
Families… https://t.co/bupA7wfaNh"
